,coldid,prodid
9461,2046,11
9462,1951,131
9463,2074,7
9464,2289,69
9465,1350,199
9466,967,35
9467,1930,35
9468,647,7
9469,663,99
9470,550,131
9471,550,199
9472,678,7
9473,687,7
9474,1168,150
9475,1217,81
9476,1825,99
9477,1217,81
9478,762,7
9479,1930,11
9480,706,41
9481,1951,99
9482,201,99
9483,1997,7
9484,2074,99
9485,1350,199
9486,1168,7
9487,2289,81
9488,1538,69
9489,550,199
9490,1825,11
9491,399,81
9492,1408,69
9493,836,11
9494,223,150
9495,201,81
9496,1951,150
9497,1951,69
9498,678,11
9499,687,41
9500,741,11
9501,1951,81
9502,647,99
9503,1965,150
9504,602,11
9505,201,7
9506,1976,131
9507,1538,81
9508,1408,69
9509,1976,131
9510,332,35
9511,1947,81
9512,647,41
9513,647,150
9514,313,99
9515,1930,35
9516,201,81
9517,815,11
9518,332,11
9519,2289,150
9520,1930,11
9521,1168,69
9522,1965,150
9523,1947,35
9524,1976,11
9525,597,99
9526,399,199
9527,741,131
9528,386,69
9529,602,7
9530,706,11
9531,1976,41
9532,762,69
9533,762,81
9534,2074,131
9535,1348,11
9536,1976,11
9537,1348,131
9538,967,150
9539,1965,199
9540,1718,81
9541,967,11
9542,2251,99
9543,663,11
9544,2241,7
9545,201,41
9546,223,11
9547,1951,131
9548,663,11
9549,1168,41
9550,1408,7
9551,223,199
9552,967,81
9553,399,99
9554,602,150
9555,2241,35
9556,836,41
9557,1930,199
9558,313,7
9559,1976,11
9560,1350,41
9561,967,69
9562,399,7
9563,647,41
9564,706,69
9565,1825,150
9566,1348,131
9567,678,131
9568,687,35
9569,1168,35
9570,1350,199
9571,2251,199
9572,1947,150
9573,2074,11
9574,1951,41
9575,687,199
9576,741,69
9577,1976,35
9578,1168,150
9579,2074,69
9580,386,99
9581,1976,7
9582,1997,81
9583,967,81
9584,399,7
9585,1997,69
9586,1168,35
9587,550,35
9588,234,150
9589,597,35
9590,1930,11
9591,597,7
9592,234,41
9593,706,81
9594,1951,81
9595,550,41
9596,1901,35
9597,1947,11
9598,2074,131
9599,1348,99
9600,597,150
9601,2046,41
9602,706,69
9603,1408,69
9604,1348,35
9605,1976,7
9606,223,150
9607,1951,69
9608,663,11
9609,741,131
9610,663,7
9611,386,7
9612,2046,131
9613,1168,150
9614,1965,69
9615,201,35
9616,332,131
9617,1930,99
9618,332,7
9619,1997,99
9620,762,35
9621,663,150
9622,815,69
9623,223,7
9624,647,69
9625,1976,69
9626,201,41
9627,2289,150
9628,1168,7
9629,1997,99
9630,647,131
9631,647,131
9632,687,11
9633,386,99
9634,399,81
9635,663,99
9636,1825,150
9637,1997,99
9638,1718,41
9639,1825,41
9640,332,131
9641,550,131
9642,663,81
9643,2241,199
9644,550,35
9645,332,81
9646,741,11
9647,836,150
9648,1217,131
9649,1168,7
9650,201,7
9651,1825,11
9652,1976,41
9653,386,199
9654,815,199
9655,313,11
9656,678,99
9657,1947,41
9658,762,199
9659,602,41
9660,201,99
9661,2251,7
9662,2046,150
9663,1825,35
9664,1951,99
9665,1350,131
9666,2251,35
9667,1348,150
9668,399,11
9669,1951,150
9670,1976,199
9671,2074,131
9672,1217,11
9673,313,199
9674,1348,41
9675,815,99
9676,1951,99
9677,602,7
9678,2289,41
9679,332,131
9680,399,150
9681,223,81
9682,597,69
9683,678,150
9684,687,99
9685,836,7
9686,2241,81
9687,678,131
9688,1718,99
9689,1997,81
9690,967,41
9691,1350,69
9692,1168,41
9693,663,81
9694,2074,99
9695,1538,69
9696,2289,199
9697,1350,69
9698,386,35
9699,1965,99
9700,399,99
9701,1348,131
9702,1976,69
9703,663,99
9704,1997,41
9705,597,150
9706,2046,150
9707,386,11
9708,399,199
9709,201,81
9710,1348,7
9711,2074,11
9712,762,69
9713,706,35
9714,1965,11
9715,1408,81
9716,602,35
9717,602,131
9718,2241,131
9719,1408,99
9720,1348,81
9721,1350,11
9722,967,35
9723,399,99
9724,234,131
9725,741,99
9726,313,41
9727,550,41
9728,1348,81
9729,1538,99
9730,313,7
9731,663,150
9732,2251,150
9733,1951,81
9734,313,199
9735,602,99
9736,386,11
9737,678,81
9738,687,150
9739,1718,41
9740,815,81
9741,2251,41
9742,2241,99
9743,1168,35
9744,1348,7
9745,2241,131
9746,741,199
9747,762,41
9748,1718,69
9749,687,41
9750,234,11
9751,647,99
9752,1965,35
9753,602,99
9754,1965,41
9755,201,7
9756,2289,35
9757,678,199
9758,678,150
9759,836,11
9760,1976,7
9761,1825,35
9762,201,7
9763,1168,69
9764,967,131
9765,1951,11
9766,223,69
9767,1408,199
9768,815,11
9769,1997,35
9770,647,69
9771,234,69
9772,602,81
9773,223,150
9774,815,41
9775,1951,69
9776,1350,81
9777,836,69
9778,815,69
9779,313,41
9780,741,11
9781,1951,69
9782,313,150
9783,836,150
9784,1947,11
9785,1718,131
9786,2046,150
9787,1825,81
9788,663,69
9789,1901,81
9790,1901,35
9791,1718,199
9792,687,199
9793,1348,69
9794,1408,199
9795,1901,35
9796,550,81
9797,967,199
9798,234,11
9799,1951,81
9800,313,131
9801,2289,150
9802,313,41
9803,836,99
9804,1965,11
9805,1965,7
9806,647,11
9807,741,81
9808,332,7
9809,2251,150
9810,1947,69
9811,1168,131
9812,1901,150
9813,741,35
9814,1901,131
9815,836,199
9816,1168,199
9817,741,35
9818,2074,99
9819,223,7
9820,234,35
9821,386,69
9822,647,69
9823,386,99
9824,1168,81
9825,687,69
9826,332,99
9827,2046,99
9828,2074,35
9829,386,11
9830,1951,35
9831,1976,131
9832,1217,69
9833,741,131
9834,967,150
9835,1965,41
9836,1976,41
9837,550,41
9838,1408,99
9839,967,81
9840,1348,11
9841,201,11
9842,1350,11
9843,762,199
9844,2289,99
9845,2074,41
9846,2289,7
9847,1217,81
9848,2074,7
9849,2241,69
9850,741,199
9851,399,69
9852,1825,150
9853,201,11
9854,399,11
9855,1217,131
9856,1951,131
9857,741,11
9858,1350,41
9859,836,41
9860,1538,35
9861,2251,131
9862,201,199
9863,815,99
9864,1951,35
9865,1947,11
9866,234,199
9867,1718,11
9868,2289,41
9869,967,150
9870,2251,81
9871,1825,69
9872,2074,99
9873,836,99
9874,2251,69
9875,762,99
9876,1825,41
9877,602,69
9878,1930,81
9879,2289,7
9880,741,81
9881,2241,41
9882,2074,81
9883,234,150
9884,386,131
9885,741,81
9886,836,11
9887,2074,150
9888,663,199
9889,602,150
9890,1997,99
9891,762,35
9892,678,11
9893,602,35
9894,1965,199
9895,313,150
9896,1901,69
9897,741,81
9898,2289,99
9899,647,69
9900,332,150
9901,1168,150
9902,602,199
9903,223,131
9904,2046,199
9905,1217,150
9906,1168,150
9907,1348,35
9908,2046,150
9909,550,7
9910,1930,131
9911,762,131
9912,663,11
9913,313,81
9914,1350,81
9915,647,81
9916,2241,7
9917,1997,131
9918,234,7
9919,2251,81
9920,201,11
9921,386,150
9922,602,69
9923,647,199
9924,1976,99
9925,1965,99
9926,1718,81
9927,386,131
9928,2074,99
9929,741,41
9930,1538,131
9931,386,199
9932,967,41
9933,1538,199
9934,1217,99
9935,2241,11
9936,1538,199
9937,2289,199
9938,1217,81
9939,550,11
9940,223,150
9941,687,150
9942,1825,11
9943,706,99
9944,1901,81
9945,602,7
9946,1718,81
9947,1217,81
9948,1976,41
9949,836,35
9950,836,131
9951,1947,41
9952,815,69
9953,550,131
9954,2074,69
9955,647,81
9956,1718,35
9957,1718,7
9958,1976,11
9959,967,81
9960,399,35
9961,967,69
9962,762,11
9963,313,7
9964,2241,35
9965,1965,99
9966,1951,81
9967,550,131
9968,1718,199
9969,2289,199
9970,647,131
9971,1348,150
9972,1951,81
9973,1951,81
9974,1997,131
9975,1348,150
9976,1168,41
9977,836,11
9978,597,81
9979,2046,35
9980,2289,199
9981,1976,199
9982,2251,7
9983,687,99
9984,1217,41
9985,1951,11
9986,1350,35
9987,741,7
9988,967,7
9989,741,131
9990,706,11
9991,1718,69
9992,1997,69
9993,1947,69
9994,2289,69
9995,663,11
9996,234,11
9997,762,11
9998,967,81
9999,647,81
